ဆိုလာ	solar
ကိုရီးယား	korea
ဆိုက်ဒ်	site
အင်ဖိုဆိုက်	infosite
ဆင်းမ် ကတ်	sim card
ဒီဇိုင်နာ	designer
ဒီဇိုင်း	design
ဒါဇင်	dozen
ဆစ်ဒနီ	sydney
ဆန်ဖရန်စစ္စကို	sanfrancisco
စကေး	skill
ဆန်းမား	summer
ဆာဟာရ	sahara
ဆောဖ်ဝဲလ်	software
စင်တာ	center
ဆမ်းဒဝစ်ဒ်	sandwich
ဆယ်လီနာ	selena
ဆဲလ်စီးယပ်	celcius
ဆယ်လူလာ ဖုန်း	cellular phone
ဘီစကစ်	biscuit
ဆဲလ်	cell
ဆွီဒင်	sweden
ဆိုလ်း	seoul
ဆွစ်ဇာလန်	switzerland
ဆွစ်	swiss
တာကီ	turkey
တာလီဘန်	taliban
တားကစ်	turkish
တားဂတ်	target
တူနီးရှား	tunisia
တိုက်တေနီယမ်	titanium
ကာရိုလိုင်းနား	carolina
တစ်သျူး	tissue
တယ်လီကွန်မြူနီကေးရှင်း	telecommunication
တယ်လီဂရက်	telegraph
ကနေဒါ	canada
ထိုင်း	thai
ထိုင်းပို့စ်	thai post
ထိုင်းလန်း	thailand
ဒီဂရီ	degree
ဒါရိုက်တာ	director
ဒီမိုကရက်တစ်	democratic
ဒီမိုကရေစီ	democracy
ကီးဘုတ်	keyboard
ဒတ်ခ်ျ	dutch
မားကတ်	market
ဒေါင်းလုဒ်	download
ဒိုင်နမို	dynamo
ဒိုင်းနမစ်	dynamic
ဒိုင်းနမိုက်	dynamite
ဒိုင်ယာနာ	diana
နယူတန်	newton
နယူယော့ခ်	newyork
နယူကလီးယား	nuclear
နယူးဇီလန်	new zealand
နိုက်ဂျီးရီးယား	nigeria
ပရိုဂရမ်မာ	programmer
ပရိုဂရမ်းမင်း	programming
ပရိုဂျက်	project
ပရိုဆက်ဆာ	processor
ပရိုတင်း	protine
ပရိုဒက်	product
ပရိုဂျူဆာ	producer
ပရင့်	print
ပါကင်	parking
ပါကစ္စတန်	pakistan
ပါစကယ်	pascal
ပါဆယ်	parcels
ပါလက်စတိုင်း	palestine
ပေါ်လစီ	policy
ဗီယမ်နမ်	vietnam
ဗန်ကောက်	bangkok
ဘေကျင်း	beijing
ကွမ်ကျိုး	guangzhou
ဘေ့စ်ဘောလ်	baseball
ဘော်စတွန်	boston
ဘက်တီရီးယား	bacteria
ဘင်္ဂလားဒေ့ရှ်	bangladesh
ဘတ်စကက်ဘော	basketball
ဘထ္ထရီ	battery
ဘန်ကီမွန်း	ban ki moon
ဘယ်လ်ဂျီယမ်	belgium
ကွတ်ကီး	cookies
မာစီးဒီး	mercedes
မာဖီးယား	mafia
မက်ကစီကို	mexico
မက်ဆီဒိုးနီးယား	macedonia
မိုက်ကရိုဝေ့	microwave
မိုက်ခရိုဆော့လ်	microsoft
မိုက်ခရိုပရော်ဆက်ဆာ	microprocessor
မိုက်ခရို ဘလော့ကင်း	micro blocking
မန်နေဂျာ	manager
မန်မိုရီ	memory
မဲလ်ဖုန်း	melbourne
မြူနီစပယ်	municipal
နီဂရိုး	negro
ယန်း	yen
ရီပါပလစ်ကန်	republican
ရီပါပလစ်ပါတီ	republic party
ရီပို့တာ	reporter
ရုရှား	russia
ရေဒီယို	radio
ရိုမေးနီးယား	romania
ရိုစ်	rose
လီမွန်	lemon
လေဆာ	laser
လော့အိန်ဂျလိစ်	los angeles
လိုက်ဘရီ	library
ဝီကီပီးဒီးရား	wikipedia
ဝီကီမီဒီးယာ	wikimedia
ဂျူနီယာ	junior
စီနီယာ	senior
ဝဘ်ဆိုက်	website
အယ်ဒီတာ	editor
အမေဇုန်	amazon
အမေရိကန်	american
အမေရိက	america
အာထရာဆောင်း	ultrasound
အာဖဂန် ပါကစ္စတန်	afghan pakistan
အာဖဂနစ္စတန်	afghanistan
အာဖဂန်နီ	afghani
အာဖရိက	africa
အာဘန်	urban
အာရပ် အစ္စရေး	arab israeli
အီကွေတိုးရီးယား	equatorial
အီဂျစ်	egypt
အီလက်ထရစ်	electric
အီလက်ထရစ်ကယ်	electrical
အီလက်ထရွန်းနစ်	electronic
အီလက်စ်ထရွန်	electron
အဲလစ်ဇဘတ်	elizabeth
အီလတ်ထရွန်	electron
အဲလက်စ်ဇန်းဒါး	alexander
မာကျူရီ	mercury
ဩစတြေးလီးယား	australia
သြစတြေးလျ	australia
သြစတြေးလျ ဒေါ်လာ	australian dollar
အောနီးယန်း	onion
အော်ဖစ်ရှယ်	official
အိုဘားမား	obama
အက်ဒမင်နီစထရေးရှင်း	adminstration
အက်ဒီဆင်	edison
အောက်စီဂျင်	oxygen
အင်စတာဂရမ်	instagram
အင်စတီကျူ	institute
အင်္ဂလိပ်	england
အင်တာကော်ပိုရေးရှင်း	intercorporation
အင်တာနေရှင်နယ်	international
အင်ဒီးယန်း	indian
အင်ဒို	indo
အင်ဒီ	indi
အင်ဒတ်စဒရီရယ်	industrail
အိုင်ကွန်	icon
အိုင်ဒီယာ	idea
အိုင်ရာလန်	ireland
အစ္စရေး ဆွီဒင်	israel sweden
အစ္စရေး လီဘနွန်	israel lebanon
အစ္စလာမ်	islam
အတ္တလန်တိတ်	atlantic
အန်တီ ဗိုင်းရပ်စ်	anti virus
အန်နီမေးရှင်း	animation
အိန္ဒိယ	india
အိန်ဂျလိစ်	angeles
အမ်း	ann
အောင်လံ	aunglan
အရာတော်	ayadaw
ဘန်မောက်	banmauk
ဘီးလင်း	bilin
ဘိုကလေး	bogale
ဘုတ်ပြင်း	bokpyin
ဘုဒလင်	budalin
ဘူးသီးတောင်	buthidaung
ချောက်	chauk
ချောင်းဦး	chaung u
ချောင်းစုံ	chaungzon
ဒိုက် ဦး	daik u
ဓနုဖြူ	danubyu
ထားဝယ်	dawei
ဒေးဒရဲ	dedaye
ဒီမောဆို	demoso
ဖလန်း	falam
ဂန့်ဂေါ်	gangaw
ဂွ	gwa
ဂျိုးဘင်ဂေါက်	gyobingauk
ဟိုင်းကြီးကျွန်း	hainggyikyun
ဟားခါး	hakha
ဟင်္သာတ	hinthada
လှိုင်းဘွဲ့	hlaingbwe
လှည်းကူး	hlegu
မှော်ဘီ	hmawbi
ဟုမ်းမလင်း	homalin
ဟိုပင်	hopin
ဟိုပေါင်း	hopong
ဘားအံ	hpa an
ဖားကန့်	hpakant
အင်ဂပူ	ingapu
ကလော	kalaw
ကလေး	kalay
ကလေးဝ	kalewa
ကန့်ဘလူ	kanbalu
ကန်ကြီးထောင့်	kangyidaut
ကော့ကရိတ်	kawkareik
ကော့လင်း	kawlin
ကော့သောင်း	kawthaung
ကဝ	kawa
ကရမ်း	kayan
ရေတာရှည်	yedashe
ရေကြည်	yekyi
ရေနံချောင်း	yenangyaung
ရေစကြို	yesagyo
ရေဦး	ye u
ဇလွန်	zalun
ဇီးကုန်း	zigon
ရေး	ye
ဝိုင်းမော်	waingmaw
ဝါးခမ	wakema
ဝေါ	waw
ဝက်လက်	wetlet
ဝမ်းတွင်း	wundwin
ဝန်းသို	wuntho
ရမည်းသင်း	yamethin
ပူတာအို	putao
ပွင့်ဖြူ	pwintbyu
ဖျာပုံ	pyapon
ပြည်	pyay
ပျဉ်းမနား	pyinmana
ဖြူး	pyu
ကသာ	katha
သီပေါ	hsipaw
ကျိုက်ခမီ	kyaikkhami
ကျိုက်လတ်	kyaiklat
ကျိုက်မရော	kyaikmaraw
ကျိုက်ထို	kyaikto
ကြာအင်းဆိပ်ကြီး	kyainseikgyi
ကျောက်ကြီး	kyaukkyi
ကျောက်မဲ	kyaukme
ကျောက်မြောင်း	kyaukmyaung
ကျောက်ပတောင်း	kyaukpadaung
ကျောက်ဖြူ	kyaukpyu
ကျောက်ဆည်	kyaukse
ကျောက်တံခါး	kyauktaga
ကျောက်တန်း	kyauktan
ကျောက်တော်	kyauktaw
ကျောင်းကုန်း	kyaunggon
ကျွန်းလှ	kyunhla
ကျွန်းစု	kyunsu
လပွတ်တာ	labutta
မိုးကုတ်	mogok
မိုးညှင်း	mohnyin
မိုးမောက်	momauk
မြိတ်	myeik
မြင်းခြံ	myingyan
မြင်းမူ	myinmu
မြစ်ကြီးနား	myitkyina
မြစ်သား	myittha
မြို့သစ်	myothit
တွံ့တေး	twante
သနပ်ပင်	thanatpin
သပိတ်ကျင်း	thabeikkyin
သံတောင်ကြီး	thandanggyi
သံတွဲ	thandwe
သံဖြူဇရပ်	thanbyuzayat
သံလျင်	thanlyin
သာယာဝတီ	tharrawaddy
သထုံ	thaton
သရက်ချောင်း	thayetchaung
သာစည်	thazi
သရက်	thayet
တောင်တွင်းကြီး	taungdwingyi
တောင်ကြီး	taunggyi
တောင်ငူ	taungoo
တောင်သာ	taungtha
စလင်းကြီး	salingyi
ဆိတ်ဖြူ	seikphyu
ပန်းတနော်	pantanaw
ပုသိမ်	pathein
ပင်းဒယ	pindaya
ပင်လောင်း	pinlaung
ပျော်ဘွယ်	pyawbwe
စလင်း	salin
ငပုတော	ngapudaw
ငသိုင်းချောင်း	ngathaingchaung
ငွေဆောင်	ngwesaung
ညောင်တုန်း	nyaungdon
ညောင်လေးပင်	nyaunglebin
ညောင်ရွှေ	nyaungshwe
ညောင်ဦး	nyaung u
အုတ်ဖို	okpho
အုတ်တွင်း	oktwin
ရွှေဘို	shwebo
ရွှေတောင်	shwedaung
ရွှေဂူ	shwegu
ဆင့်ကိုင်	sintgaing
စစ်တွေ	sittwe
တာချီလိတ်	tachileik
တံတားဦး	tada u
တဂေါင်း	tagaung
တိုက်ကြီး	taikkyi
တမူး	tamu
တနိုင်း	tanai
သာပေါင်း	thabaung
ထန်းတပင်	tantabin
မြောင်းမြ	myaungmya
မြဝတီ	myawaddy
မိုးကောင်း	mogaung
မိုးမိတ်	momeik
မြန်အောင်	myanaung
ညို	monyo
မုံရွာ	monywa
မော်လမြိုင်	smawlamyine
မော်လမြိုင်ကျွန်း	mawlamyinegyun
မိတ္ထီလာ	meiktila
မင်းဘူး	minbu
မင်းဒတ်	mindat
မုတ္တမ	mottama
မုဒုံ	mudon
မူဆယ်	muse
အာဖဂန်နစ္စတန်	afghanistan
အာဖရိကန်	african
အယ်လ်ဘေးနီးယား	albania
အယ်လ်ဂျီးရီးယား	algeria
အင်ဒိုရာ	andorra
အင်ဂိုလာ	angola
အာရပ်	arab
အာရေဗျ	arabia
ဧရိယာ	area
အာဂျင်တီးနား	argentina
အာမေးနီးယား	armenia
သြစတြီးယား	austria
အဇာဘိုင်ဂျန်	azerbaijan
ဘဟားမား	bahamas
ဘာရိန်း	bahrain
ဘာဘေးဒိုးစ်	barbados
ဘာဘူဒါ	barbuda
ဘယ်လာရုစ်	belarus
ဘယ်လ်ဂျီယံ	belgium
ဘီနင်	benin
ဘူတန်	bhutan
ဘိုလီးဗီးယား	bolivia
ဘော့စနီးယား	bosnia
ဘော့ဆွာနာ	botswana
ဘရာဇီး	brazil
ဘရူနိုင်း	brunei
ဘူလ်ဂေးရီးယား	bulgaria
ဘာကီနာ	burkina
ဘူရွန်ဒီ	burundi
ကမ္ဘောဒီးယား	cambodia
ကင်မရွန်း	cameroon
ချဒ်	chad
ချီလီ	chile
ကိုလံဘီယာ	colombia
ကော်မ္မရိုဇ့်	comoros
ကော်စတာ	costa
ခရိုအေးရှား	croatia
ကျူးဘား	cuba
ဒိန်းမတ်	denmark
ဂျီဘူတီ	djibouti
ဒိုမီနီက	dominica
ဒိုမီနီကန်	dominican
အီကွေဒေါ	ecuador
အီရီထရီးယား	eritrea
အက်စ်တိုးနီးယား	estonia
အီသီယိုးပီးယား	ethiopia
ဖီဂျီ	fiji
ဖင်လန်	finland
ဂမ်ဘီယာ	gambia
ဂျော်ဂျီယာ	georgia
ဂရိ	greece
ဂိုင်ယာနာ	guyana
ဟေတီ	haiti
ဟာဇီဂိုဗီးနား	herzegovina
ဟွန်ဒူးရပ်စ်	honduras
ဟန်ဂေရီ	hungary
အိုက်စလန်	iceland
အင်ဒိုနီးရှား	indonesia
အီရတ်	iraq
အိုင်ယာလန်	ireland
အစ္စရေး	israel
အီတလီ	italy
ဂျမေကာ	jamaica
ဂျပန်	japan
ဂျော်ဒန်	jordan
ကာဇက်စတန်	kazakhstan
ကင်ညာ	kenya
ကီရီဘာတီ	kiribati
ကူဝိတ်	kuwait
ကာဂျစ္စတန်	kyrgyzstan
လင်္ကာ	lanka
လာအို	laos
လတ်ဗီးယား	latvia
လီဆိုသို	lesotho
လိုင်ဘေးရီးယား	liberia
လစ်ဗျား	libya
လီချင်စတိန်း	liechtenstein
လူစီယာ	lucia
လူဇင်ဘတ်	luxembourg
မာလာဝီ	malawi
မလေးရှား	malaysia
မော်လ်ဒိုက်	maldives
မာလီ	mali
မော်လ်တာ	malta
မာရီနို	marino
မာရှယ်	marshall
မက္ကစီကို	mexico
မော်လ်ဒိုဗာ	moldova
မိုနာကို	monaco
မွန်ဂိုလီးယား	mongolia
မွန်တီနီဂရိုး	montenegro
မော်ရိုကို	morocco
မိုဇမ်ဘစ်	mozambique
မြန်မာ	myanmar
နမီးဘီးယား	namibia
နီပေါ	nepal
နယ်သာလန်	netherlands
နိုင်ဂျီးရီးယား	nigeria
နော်ဝေ	norway
အိုမန်	oman
ပလောင်း	palau
ပနားမား	panama
ပါရာဂွေး	paraguay
ပီရူး	peru
ဖိလစ်ပိုင်	philippines
ပိုလန်	poland
ပေါ်တူဂီ	portugal
ဆာမိုအာ	samoa
ဆော်ဒီ	saudi
ဆီနီဂေါ	senegal
ဆားဘီးယား	serbia
စင်ကာပူ	singapore
ဆလိုဗက်ကီးယား	slovakia
ဆလိုဗေးနီးယား	slovenia
ဆိုမာလီယာ	somalia
စပိန်	spain
သီရိလင်္ကာ	sri lanka
ဆွာဇီလန်	swaziland
ဆီးရီးယား	syria
တန်ဇန်းနီးယား	tanzania
တိုဘာဂို	tobago
ထရီနီဒက်	trinidad
ယူဂန်ဒါ	uganda
ယူကရိန်း	ukraine
ဥရုဂွေး	uruguay
ဗင်နီဇွဲလား	venezuela
ဗီယက်နမ်	vietnam
ယီမင်	yemen
ဇမ်ဘီယာ	zambia
စီ	c
ရပ်ဘီ	rugby
ပဲရစ်	paris
မိနစ်	minute
ဗြိတိန်	british
ဒရိုင်ဘာ	driver
လိုင်စင်	licence
ပီယားဆန်း	pearson
ကန်ထရိုက်တာ	contractor
ဆူဆန်	susan
ကရာမာ	kramer
ဂျိမ်း	jian
ဆမ်	seng
ဆီးနိတ်	senate
ဂျိုး	joe
ကွင်းစ်လန်	queensland
ခရစ်	chris
အဲလစ်ဆန်	ellison
ကယ်ရီ	kerry
အို ဘရိုင်ရယ်	o brien
တက်စမေးနီးယား	tasmania
ဆီဆန်	season
ခရစ္စမတ်	christmas
လီနော့	lenox
ဟမ့်ရိုင်းရား	hampshire
မော်တာ	motor
ဂရတ် ဘိုင်ဖယ်	greg biffle
မတ် မာတင် ကာလ် အန်ဝက်စ်	mark martin carl edwards
အတ္တလန်တာ	atlanta
မိုင်ယာမီ	miami
ယော့ခ်	york
ဆီယက်တဲလ်	seattle
ဟူစတန်	houston
အုတ်ခ်လန်	oakland
ကလိဗ်လန်	cleveland
အိုဟိုင်းယိုး	ohio
မိုင်ဝကီး	milwaukee
လိုင်ယန်	leiyang
မီတာ	metre
ရှန်ဂျီဝမ်	shenjiawan
ဘေဂျင်း ကွမ်ကျိုး	beijing guangzhou
ချမ်ရှ	changsha
တယ်လီဖုန်း လိုင်း	telephone line
ဂွမ်ဒေါင်း	guangdong
ဟောင်ကောင်	hong kong
လီချမ်း	lechang
ပီရှဝါ	peshawar
ကီဘာ	khyber
ကီလိုဂရမ်	kilogram
ဝဇီရီစတန်	waziristan
စပီကာ	speaker
အီလီ ဘဲလ်	eileen bell
ဖလင်	film
အန်ထရွင်း ဝီလီယမ်	antrim william
အမ်စီကရီရာ ဖိုစ်	mccrea ford
ဆီယမ် ဖာရမ်	sean farren
ဇွန်	june
တိုနီ ဘလဲ	tony blair
အိုင်းရစ်	irish
တအိုစခ်ျ	toaiseach
ဘာတီ	bertie
အာဟမ်	ahern
ဝင်းဒိုး	window
မိုက်ကယ်	michael
ကရစ်ပတ်ထရစ်	kirkpatrick
အီးမေးလ်	email
အင်တဲလ်	intel
မိုက်ခရို ပရော်စက်စာ	microprocessor
ဆူမားတြား	sumatra
စစ်တကောင်း	chittagong
ဝစ်တွန် ရစ်ခ်ျ ဒိုင်ယာ	whitton rick dyer
သြဂုတ်	august
ဖိုတို	photo
ပရာလန်ပစ်	paralympics
ပါပူဝါ	papua
ဂီနီ	guinea
ဂျက်ကီ	jackie
ဘာဆန်း	barson
ရိုစ်မယ်ရီ	rosemary
မာဝီ ဒါဗီနာ ချန်း	mawe davina chan
အမ်စီကဲနီ ရော်ဘီ	mckenny robby
စူပါမားကတ်	supermarket
စီကွန် စကွဲရား	seacon square
ပရာဝက်	prawet
တီဗီ	tv
အေပရတ် ကိုစရိုသင်	apirak kosayothin
ဂါဇနီ	ghazni
ကွန်မြူနစ်	communist
ကွန်မြူနတီ	community
ဗန်ကူးဗား	vancouver
လန်ဒန်	london
ရပ် ဇိုး လော့ဖ်ဂျရန်	rep zoe lofgren
ဖိုရမ်	forum
ဂျူဘာ ကန်ပလာ	juba kampala
နိုင်ဂျီးရီးယား	nigerian
ဗိုက်တာမင်	vitamin
ဒီ	d
လက်ဇ် အီး တာဗီရာမန်ဒိုဇာ	Luz E Taveramendoza
အိခ်ျ ဝှိုက်	h white
အာဖဂန်	afghan
ဖရတ် လူးဝစ်	fred lewis
မပလီကေးရှင်း	application
ဆယ်လီနို ပရိုတိန်း	selenoprotein
ပီ	p
ကွန်နက်ရှင်	connection
ပလာကျူးစ်	plaques
အယ်လ်ဇိုင်းမား	alzheimer
ဖူကူအိုက	fukuoka
လက် ဗီးဂတ်စ်	las vegas
နီဗားဒါး	nevada
ဂျိမ်း	james
ဂရေး	gray
ဂျွန်ဆင်	Johnson
ရော်နယ်ဒို	ronaldo
ပေါ	Paul
ချားလ်စ်	charles
အင်္ဂလန်	England
တိုနီဘလဲ	တိုနီဘလဲ
ဘားရက်အိုဘားမား	Barack Obama
ဘလဲ	Blair
ဂျက် စတော်	Jack Straw
ကလပ်	Club
ဝင်းနား	Winner
ပန်ဆူဗီးနီးယား	Pennsylvania
ကမ်ချာကာ	Kamchatka
မော်စကို	Moscow
ကီလိုမီတာ	kilometer
ရစ်ချတာ စကေး	Richter Scale
စက်ကလင်း	Sahkalin
ဆူနာမီ	tsunami
ဖက်ဒရယ်	Federal
ဗျူရို	Bureau
နယူးယောက်	NewYork
နယူးယော့ခ်	NewYork
တိုကျို	Tokyo
ဂျာစီ စီးတီး	Jersey City
အဲလက်ဘာမား ရှဲဘီ စင်တာ	Alabamas Shelby Center
ဟန်စဘဲ	Huntsville
ရေး ဂါနာ	Ray Garner
မစ္စတာ ဂါနာ	Mr. Garner
မလေးရှား	Malaysian
ဘလော့ဂါစ်	bloggers
မလေး	Malays
ဖော့ကာခ်	Falkirk
စကော့တလန်	Scottish
ဖော့ကာခ် စတီဗင် ပရက်စလေ	Falkirk Steven Pressley
ချုံကင်း	Chongqing
တန်ဂျန်ရှ	Tanzhangxia
ဘင်ဂူ	Bingu
မာသာရီကာ	Mutharika
အာဖရိက	African
မန်ဂျေဇာ	Monjeza
တီဝမ်	Tiwonge
ချင်ဘလင်ဂါ	Chimbalanga
ဂျူပီတာ	Jupiter
ဂရမ်	gram
စင်တီမီတာ	centimetre
ဝိုင်	wine
မန်းဒရှပ်	Mandushev
အို ဒေါနဗန်	O'Donovan
ဘိုင်ဂျမ်	Baigent
ရစ်ချက်	Richard
လိုင်	Leigh
ဂရေးလ် ဒါဗင်ချီ	Grail Da Vinci
ဒန် ဘရောင်း ဟင်နရီလင်ကွန်း	DanBrown HenryLincoln
ဂရေးလ်	Grail
ဂျေဆတ်	Jesus
မာရိ	Mary
မဂလန်	Magdalene
ဂရေးလ် ရီဘတ်ခ်	Gail Rebuck
တွမ် ဟန့်စ်	Tom Hanks
အမ်စီ ကယ်လန်	McKellen
လန်လေး	Langley
ဗာဂျီးနီးယား	Virginia
ဘရောင်း	Brown
ဆော်လမုန်	Solomon
ယေးလ်	Yale
ဂျော့ခ်ျ	George
ဘုရှ့်	Bush
မက်ဆာချူးဆက်	Massachusettes
စိန့် ဂျော့ခ်ျ ဂရမ်နေးဒါ	St. George's Grenada
ဟော်လိုဝင်း	Halloween
မက်ထရို အရီရာနာ စတိုး	Metro Arena store
ပေါ်တူဂီ	Portuguese
ချော့ကရမ်	Cheukyan
လေတန်	Leighton
ဇူလီယာ	Zulia
ဗင်နီဇွဲလား	Venezuelas
ဂျာရာကုမာ	Jayakumar
ခရစ်ယာန်	Christian
အန်ဒရာ	Andhra
ပရစ်ဒစ်ရှ်	Pradesh
ကာနာတကာ	Karnataka
စင်တာ	Centre
ဗာဂီ	Verghese
ဝီကီပီးဒီးယား	Wikipedia
ဝီကီမီဒီယာ	Wikimedia
ရှန်ဟိုင်း	Shanghai
ရှန်ကျန်း	Shenzhen
ဘေဂျင်း	Beijing
ခရစ်တီရာနို မိုရီချီ	Christiano Moreschi
ဧပြီ	April
အင်တာနက်	internet
အိုလံပစ်	Olympics
ဘောရစ် ရဲဆင့်	Boris Yeltsin
ကရင်မလင်	Kremlin
နီကိုရဲလ်ဗစ်ခ်ျ	Nikolayevich
ဗလာဒီမာ	Vladimir
ပူတင်	Putin
ဆိုက်ဘာ	Cyber
အာရှ	Asia
ရီကို ရှမ်း	Rico Shen
ရစ်ချီ လိုင်	Ritchie Lai
ထိုင်ဝမ်	Taiwan
ကရာကိုး	Caracol
ဇန္နဝါရီ	January
ဘာဖလို	Buffalo
အီရီ	Erie
ပိုလိုဇီ	Polozhy
ဆာဗ်စကိုင်း	Serbsky
တူဗာ	Tuva
ဆိုက်ဘေးရီးယား	Siberia
ဘာရာတီးရား	Buryatiya
အိုဘာဒ်မန် ပါ့ဗယ် အက်စတာကာဗ်	ombudsman Pavel Astakhov
အွန်လိုင်း	online
လောဘ်ည	Lobnya
အဲဒင်ဘတ်ခ်ျ	Edinburgh
ဂလက်စ်ဂေါ	Glasgow
မန်ချက်စတာ	Manchester
ဗြိတိန်	Britain
ဝေးလ်	Wales
စတီဖင်	Stephen
ပလက်	Platt
ရော်ဂျာ	Roger
ဝက်ဘ်	Webb
ဂျာနယ်	Journal
အာစကိုင်း	Erskine
အာဟမ်	Arnhem
ကက်သရင်း	Katherine
အဲလစ်	Alice
တီဝီ	Tiwi
မန်ဇီး	Menzies
ရော်ဘင်ဆင်	Robinson
ကွင်းလန်းစတိုင်	Queenslandstyle
ဟယ်လီကော်ပတာ	helicopter
မကာအို	Macau
ကိုလွန်	Kowloon
ပနီဆူလာ	Peninsular
ဗစ်တိုးရီးယား	Victoria
ဂျူဒစ်ရှ်	Judith
မိုင်လာ	Miller
မက်သရူး	Matthew
မဂ္ဂဇင်း	magazine
ဝါရှင်တန် ဒီ စီ	Washington D.C.
ဗယ်လီရီ ပလိန်း	Valerie Plame
မစ် ပလိန်း	Ms.Plame
ရိုဘတ်	Robert
နိုဗက်	Novak
ပက်ထရစ်	Patrick
